,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User,color,msg
61,0.765,Sat Jun 09 11:01:06 +0000 2018,0.526,0.145,0.329,62,@cnn,blue,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/AGpnS1dn0C
62,-0.4588,Sat Jun 09 10:31:49 +0000 2018,0.857,0.143,0.0,63,@cnn,blue,"Organizers of a fashion show in Saudi Arabia used drones to display female clothes, drawing ridicule on social medi… https://t.co/cgo5HTjIJd"
63,0.0,Sat Jun 09 10:16:00 +0000 2018,1.0,0.0,0.0,64,@cnn,blue,"From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/IZMve8IRLb"
64,0.0,Sat Jun 09 10:01:03 +0000 2018,1.0,0.0,0.0,65,@cnn,blue,Are windowless planes the future of travel? https://t.co/Fjc2m6WgtG https://t.co/ux29QpKXWA
65,0.0,Sat Jun 09 09:31:04 +0000 2018,1.0,0.0,0.0,66,@cnn,blue,"Hurricanes and tropical storms are moving more slowly around the planet, resulting in higher rainfall and more extr… https://t.co/8qyqjq9IGd"
66,0.4019,Sat Jun 09 09:29:10 +0000 2018,0.87,0.0,0.13,67,@cnn,blue,"The Afghan Taliban called for a three-day ceasefire with Afghan forces over the Eid al-Fitr holiday, a move that fo… https://t.co/BLmTAtjmRg"
67,0.5859,Sat Jun 09 09:16:00 +0000 2018,0.703,0.074,0.223,68,@cnn,blue,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/uzD0GNZH2P"
68,0.0,Sat Jun 09 09:01:21 +0000 2018,1.0,0.0,0.0,69,@cnn,blue,"Penguins, Seals, and Krill: Antarctica's fragile food chain | via @CNNVR https://t.co/1BBRFfOzWk https://t.co/G46D0CB0wY"
69,0.0,Sat Jun 09 08:31:08 +0000 2018,1.0,0.0,0.0,70,@cnn,blue,Anthony Bourdain's life in pictures https://t.co/76sjWPlMRR https://t.co/MtFAqaoDvC
70,-0.6124,Sat Jun 09 08:29:13 +0000 2018,0.762,0.238,0.0,71,@cnn,blue,"The US Embassy in Mozambique has warned of ""imminent attacks"" against government and commercial centers in a northe… https://t.co/EoDJsFFoOM"
71,0.6369,Sat Jun 09 08:16:00 +0000 2018,0.794,0.0,0.206,72,@cnn,blue,Egypt is building The Grand Egyptian Museum. The cost? More than $1 billion. It will re-house and restore some of t… https://t.co/R5c8mOlfrv
72,0.3612,Sat Jun 09 08:05:06 +0000 2018,0.751,0.089,0.16,73,@cnn,blue,The Justice Department won't defend the Deferred Action for Childhood Arrivals program in a federal lawsuit that Te… https://t.co/0IJPEuEAF0
73,0.0,Sat Jun 09 08:01:09 +0000 2018,1.0,0.0,0.0,74,@cnn,blue,President Trump is dressed as a king on the new Time magazine cover https://t.co/7pFcAHVSIF https://t.co/joUPfVBvUY
74,0.2732,Sat Jun 09 07:46:00 +0000 2018,0.9,0.0,0.1,75,@cnn,blue,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/QtTP3JEFVL"
75,0.0,Sat Jun 09 07:31:08 +0000 2018,1.0,0.0,0.0,76,@cnn,blue,The world's highest glass bridge will soon be home to the world's highest bungee jump https://t.co/fAaotSRizW via… https://t.co/t4WbdUBMFL
76,0.0,Sat Jun 09 07:16:00 +0000 2018,1.0,0.0,0.0,77,@cnn,blue,"Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth er… https://t.co/kzJPr5HFmj"
77,-0.2732,Sat Jun 09 07:01:07 +0000 2018,0.896,0.104,0.0,78,@cnn,blue,"Researchers are looking into the possibility of using blood tests to predict a woman's risk of premature birth, whi… https://t.co/vJZFkJZz7U"
78,0.0,Sat Jun 09 06:46:00 +0000 2018,1.0,0.0,0.0,79,@cnn,blue,Watch these homes being built using a 3D printer https://t.co/igaBP4k4F8 https://t.co/cpQ97vRD2k
79,0.0,Sat Jun 09 06:31:07 +0000 2018,1.0,0.0,0.0,80,@cnn,blue,KFC says it will break with its meat-loving tradition and begin testing a vegetarian alternative to chicken later t… https://t.co/WfVJGm649F
80,0.2263,Sat Jun 09 06:16:00 +0000 2018,0.894,0.0,0.106,81,@cnn,blue,This Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/5UKjPCDo5W
81,0.0,Sat Jun 09 06:01:07 +0000 2018,1.0,0.0,0.0,82,@cnn,blue,This is the poem a kindergarten teacher hung up so her students know what to do in a school shooting… https://t.co/Tf587ohFnZ
82,0.8519,Sat Jun 09 05:46:00 +0000 2018,0.646,0.0,0.354,83,@cnn,blue,Ever felt like your vacation would make a good blockbuster movie? This tour company aims to capture your travel exp… https://t.co/DsmmE2rdJx
83,0.7351,Sat Jun 09 05:16:00 +0000 2018,0.677,0.0,0.323,84,@cnn,blue,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxzCvS https://t.co/rZCmomGUOb
84,0.0258,Sat Jun 09 05:01:04 +0000 2018,0.942,0.0,0.058,85,@cnn,blue,Organic matter has been found on Mars in soil samples the Curiosity rover took from 3 billion-year-old mudstone in… https://t.co/QrC1BQMFkl
85,0.4215,Sat Jun 09 04:46:00 +0000 2018,0.781,0.0,0.219,86,@cnn,blue,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1UcNt https://t.co/r2CaKtagX7
86,-0.3597,Sat Jun 09 04:31:04 +0000 2018,0.773,0.146,0.082,87,@cnn,blue,"Venezuela ranks as the most dangerous country in the world for the second straight year, according to a new Gallup… https://t.co/ywDhdCxqJn"
87,0.0,Sat Jun 09 04:16:00 +0000 2018,1.0,0.0,0.0,88,@cnn,blue,This surveillance camera footage from last weekend shows a tiny asteroid that NASA says disintegrated over southern… https://t.co/f10F3pY2Rw
88,0.0,Sat Jun 09 04:01:07 +0000 2018,1.0,0.0,0.0,89,@cnn,blue,Time cover gets Trump just right | By Michael D'Antonio via @CNNOpinion https://t.co/3Na14xHBeg https://t.co/MtWRm0tvV9
89,0.5859,Sat Jun 09 03:46:00 +0000 2018,0.847,0.0,0.153,90,@cnn,blue,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/FUbBJgpbPn"
90,0.8225,Sat Jun 09 03:41:59 +0000 2018,0.65,0.0,0.35,91,@cnn,blue,The Golden State Warriors clinched their third NBA championship title in four years with a decisive 108-85 win over… https://t.co/xFuSWVjOK6
91,0.0,Sat Jun 09 03:38:22 +0000 2018,1.0,0.0,0.0,92,@cnn,blue,"Manuel Antonio Cano Pacheco grew up in Iowa. He was sent back to Mexico because of misdemeanor convictions, ICE say… https://t.co/AHXBMGozjb"
92,0.4767,Sat Jun 09 03:31:17 +0000 2018,0.853,0.0,0.147,93,@cnn,blue,"As family and friends watch at a distance, phones set to record, a man places a watermelon into an alligator's jaws… https://t.co/IwsAdq0ACH"
93,0.4939,Sat Jun 09 03:16:04 +0000 2018,0.667,0.1,0.233,94,@cnn,blue,What's the secret to Okinawans' long life? Experts argue that though a combination of good genes and healthy lifest… https://t.co/YqGC9CbZTo
94,-0.3781,Sat Jun 09 03:12:27 +0000 2018,0.839,0.108,0.053,95,@cnn,blue,"RT @CNNTonight: ""Tony came raw to the picture, he came with his history of his own demons, he didn't hide that he had these terrible proble…"
95,0.0,Sat Jun 09 03:01:00 +0000 2018,1.0,0.0,0.0,96,@cnn,blue,What is 5G? It's a wireless network technology that will change everything from how you use your phone to how self-… https://t.co/zsnqRVLTtA
96,0.4939,Sat Jun 09 02:46:00 +0000 2018,0.856,0.0,0.144,97,@cnn,blue,IHOP says it's changing name to IHOb. Many major companies also have rebranded — some successfully and some not so… https://t.co/Iogr95BePz
97,-0.8074,Sat Jun 09 02:35:58 +0000 2018,0.691,0.269,0.04,98,@cnn,blue,"RT @CuomoPrimeTime: .@chriscuomo: Suicide is a dirty secret in our society. It is a plague. 

Reach out. Don’t wonder whats going on. Ask t…"
98,0.0,Sat Jun 09 02:31:06 +0000 2018,1.0,0.0,0.0,99,@cnn,blue,"Gloria Williams, who nearly two decades ago took a baby girl from a Florida hospital and raised the child as her ow… https://t.co/Di4Q1jkO6v"
99,-0.6705,Sat Jun 09 02:16:43 +0000 2018,0.648,0.267,0.085,100,@cnn,blue,"RT @CuomoPrimeTime: .@davidaxelrod remembers Anthony Bourdain as well his father, a victim of suicide, and says stigma surrounding the topi…"
0,0.5719,Sat Jun 09 21:39:56 +0000 2018,0.85,0.0,0.15,1,@cbsnews,yellow,Buildings in the Bay Area lit up blue and gold overnight as fans celebrated the Golden State @Warriors' third NBA c… https://t.co/ec26P3ueg3
1,-0.5216,Sat Jun 09 21:19:31 +0000 2018,0.856,0.144,0.0,2,@cbsnews,yellow,"Volkswagen's plan to end production of the iconic model won't change the love many owners have for their ""bugs""— or… https://t.co/rs7fn7GOJn"
2,-0.6369,Sat Jun 09 20:59:38 +0000 2018,0.811,0.189,0.0,3,@cbsnews,yellow,"Toxic abuse has long been a staple of darker social-media realms, message boards and internet comments pages -- but… https://t.co/78lXrTPDdd"
3,0.2755,Sat Jun 09 20:40:21 +0000 2018,0.905,0.0,0.095,4,@cbsnews,yellow,"Prince George may be Britain's future king, but his cousin Savannah Phillips isn't shy about telling him to quiet d… https://t.co/RWpQeA8K3b"
4,-0.3182,Sat Jun 09 20:19:24 +0000 2018,0.892,0.108,0.0,5,@cbsnews,yellow,As this year's Puerto Rican Day Parade draws attention to the island's continued struggle in the wake of Hurricane… https://t.co/HulKjfBHpo
5,-0.4939,Sat Jun 09 20:02:01 +0000 2018,0.842,0.158,0.0,6,@cbsnews,yellow,A salmonella outbreak spanning eight states that infected 60 and hospitalized 31 has been connected to pre-cut melo… https://t.co/4YO6g3W7vD
6,0.6369,Sat Jun 09 19:42:37 +0000 2018,0.856,0.0,0.144,7,@cbsnews,yellow,"RT @CBSSunday: TOMORROW 

Jim Parsons, best known for his work in front of the camera on @bigbangtheory &amp; on the stage in the revival of @B…"
7,-0.5106,Sat Jun 09 19:39:57 +0000 2018,0.717,0.19,0.093,8,@cbsnews,yellow,"""It is a myth that asking about suicide will cause someone to commit suicide"": Experts offer insight on interventio… https://t.co/cQwktOodtT"
8,-0.3182,Sat Jun 09 19:19:51 +0000 2018,0.845,0.155,0.0,9,@cbsnews,yellow,"President Trump cut his G-7 attendance short to leave for the summit in Singapore, leaving other leaders to discuss… https://t.co/drnDIHeJK9"
9,-0.4019,Sat Jun 09 19:00:22 +0000 2018,0.671,0.212,0.117,10,@cbsnews,yellow,"Shahab fled Iran after he was beaten and jailed for converting to Christianity. Now in the U.S., he’s free from all… https://t.co/0fctuXaeRS"
10,0.1779,Sat Jun 09 18:40:11 +0000 2018,0.809,0.075,0.116,11,@cbsnews,yellow,Russian President Vladimir Putin was caught delicately crafting dumplings Friday during his visit to China https://t.co/beLeCP6unJ
11,0.0,Sat Jun 09 18:21:23 +0000 2018,1.0,0.0,0.0,12,@cbsnews,yellow,Doctors told her parents she likely wouldn't live long— then that she would never walk. This 19-year-old with cereb… https://t.co/SKziTGHEFj
12,0.765,Sat Jun 09 18:14:56 +0000 2018,0.761,0.0,0.239,13,@cbsnews,yellow,The 2018 Belmont Stakes is set to take place this evening -- and one horse is hoping to win the Triple Crown… https://t.co/lQDgMcPIPd
13,0.0,Sat Jun 09 17:50:04 +0000 2018,1.0,0.0,0.0,14,@cbsnews,yellow,"Ahead of the highly-anticipated summit with North Korea, @CBSEveningNews anchor @JeffGlor is in Singapore:… https://t.co/MnZjShPdgw"
14,0.0,Sat Jun 09 17:29:57 +0000 2018,1.0,0.0,0.0,15,@cbsnews,yellow,"Electric cars are already here. Now, companies are looking to move the technology into another space: airplanes.… https://t.co/JhtJSzubZs"
15,0.0,Sat Jun 09 17:16:39 +0000 2018,1.0,0.0,0.0,16,@cbsnews,yellow,RT @CBSThisMorning: .@TheTonyAwards are on @CBS tomorrow night! Here’s a look at some of the preparations ahead of Broadway’s biggest night…
16,-0.0772,Sat Jun 09 17:10:21 +0000 2018,0.944,0.056,0.0,17,@cbsnews,yellow,President Trump said it won't take long for him to tell if North Korean leader Kim Jong Un is serious about denucle… https://t.co/sKVAqhatkJ
17,0.296,Sat Jun 09 16:50:01 +0000 2018,0.879,0.0,0.121,18,@cbsnews,yellow,The family in charge of the Singapore hotel hosting the U.S.-North Korea summit shares Trump-like ambition… https://t.co/sDTZlDpuBg
18,0.2732,Sat Jun 09 16:29:33 +0000 2018,0.674,0.135,0.192,19,@cbsnews,yellow,"Top-ranked Simona Halep wins the #FrenchOpen by defeating Sloane Stephens 3-6, 6-4, 6-1 https://t.co/en40gwzJJT https://t.co/SHLFffYyEO"
19,-0.1154,Sat Jun 09 16:10:30 +0000 2018,0.935,0.065,0.0,20,@cbsnews,yellow,"He risked his life, traveling thousands of miles to cross the U.S. border, but his journey is far from over. Stream… https://t.co/1CyQsRrk9D"
20,0.4019,Sat Jun 09 15:49:30 +0000 2018,0.881,0.0,0.119,21,@cbsnews,yellow,The Afghan Taliban announced a 3-day cease-fire for the Eid al-Fitr holiday at the end of the holy month of Ramadan… https://t.co/CrcHIAuFe1
21,0.0,Sat Jun 09 15:41:55 +0000 2018,1.0,0.0,0.0,22,@cbsnews,yellow,"President Trump says he will ""know in the first minute"" whether North Korean leader Kim Jong Un is ""serious"" about… https://t.co/47Aqo1HEga"
22,0.5719,Sat Jun 09 15:29:42 +0000 2018,0.837,0.0,0.163,23,@cbsnews,yellow,Prince Harry and Meghan Markle joined the pageantry of the annual Trooping the Color ceremony to celebrate Queen El… https://t.co/0YsALCVVNH
23,0.0,Sat Jun 09 15:10:07 +0000 2018,1.0,0.0,0.0,24,@cbsnews,yellow,WATCH: Take a look at how the coastline of Hawaii's Big Island has changed since the Kilauea volcano began erupting… https://t.co/MhZSAxyHnr
24,-0.7096,Sat Jun 09 14:49:49 +0000 2018,0.608,0.289,0.103,25,@cbsnews,yellow,4 U.S. service members who were wounded in an extremist attack in Somalia that killed one special operations soldie… https://t.co/bcEyYzRuJl
25,-0.0772,Sat Jun 09 14:39:43 +0000 2018,0.944,0.056,0.0,26,@cbsnews,yellow,"Reporter: How long do you think it will take you to figure out whether Kim Jong Un is serious?

President Trump: “I… https://t.co/OBU0BrL9qf"
26,0.0,Sat Jun 09 14:36:02 +0000 2018,1.0,0.0,0.0,27,@cbsnews,yellow,"President Trump says the U.S. relationship with its allies ""is a 10"" following G-7 summit https://t.co/syywHUMwLG https://t.co/mtKO3vrHT7"
27,0.0,Sat Jun 09 14:31:24 +0000 2018,1.0,0.0,0.0,28,@cbsnews,yellow,"""You know, Obama can say all he wants, but he allowed Russia to take Crimea. I may have had a much different attitu… https://t.co/E3sMsGuxnK"
28,0.0,Sat Jun 09 14:26:38 +0000 2018,1.0,0.0,0.0,29,@cbsnews,yellow,"""Tariffs are going to come way down because we people cannot continue to do that,"" President Trump says. ""We are li… https://t.co/oU0EL8VFIN"
29,0.6597,Sat Jun 09 14:23:43 +0000 2018,0.803,0.0,0.197,30,@cbsnews,yellow,"""I think it would be an asset to have Russia back in [the G-7]. I think it would be good for the world,"" President… https://t.co/SjvNCse3XM"
30,0.8214,Sat Jun 09 14:22:36 +0000 2018,0.735,0.0,0.265,31,@cbsnews,yellow,"""I really feel confident. I feel that Kim Jong Un wants to do something great for his people, and he has that oppor… https://t.co/vife8VEUjx"
31,0.5423,Sat Jun 09 14:20:16 +0000 2018,0.877,0.0,0.123,32,@cbsnews,yellow,"""I will be on a mission of peace, and we will carry in, really -- in my heart, we are going to be carrying the hear… https://t.co/kAORBwtI0w"
32,0.3818,Sat Jun 09 14:16:38 +0000 2018,0.847,0.0,0.153,33,@cbsnews,yellow,"""We want and expect other nation to provide fair market access to American exports and that we will take whatever s… https://t.co/Ss7moC0GQc"
33,0.0,Sat Jun 09 14:14:03 +0000 2018,1.0,0.0,0.0,34,@cbsnews,yellow,WATCH LIVE: President Trump delivers statement at G-7 summit as he prepares to head to Singapore for meeting with N… https://t.co/8ZKOqjf4qs
34,-0.7269,Sat Jun 09 13:49:30 +0000 2018,0.736,0.264,0.0,35,@cbsnews,yellow,"For more than a year, Florida failed to do national background checks that could have disqualified people from gain… https://t.co/hvt09tJdaV"
35,-0.5994,Sat Jun 09 13:30:03 +0000 2018,0.769,0.231,0.0,36,@cbsnews,yellow,Can President Trump and Kim Jong Un end the 68-year-old Korean War? https://t.co/yJYhxdnN74 https://t.co/z54J6O7jJK
36,-0.2263,Sat Jun 09 13:15:54 +0000 2018,0.888,0.112,0.0,37,@cbsnews,yellow,Search teams have located the body of a woman who vanished Friday in a suspected alligator attack… https://t.co/wg7RX1ZqLv
37,0.5106,Sat Jun 09 13:03:03 +0000 2018,0.784,0.0,0.216,38,@cbsnews,yellow,"""Zero trust"" between U.S. and North Korea ahead of historic summit https://t.co/2bT4TFLoUf https://t.co/8VpZ7gHoRk"
38,-0.5106,Sat Jun 09 12:48:04 +0000 2018,0.784,0.216,0.0,39,@cbsnews,yellow,"University offers $3,500 to get sick and stay in ""Hotel Influenza"" https://t.co/pHdAork3OW https://t.co/pnJwdLVXQE"
39,-0.0258,Sat Jun 09 12:33:04 +0000 2018,0.927,0.073,0.0,40,@cbsnews,yellow,"Gloria Williams sentenced for kidnapping newborn from hospital, raising child as her own https://t.co/oQxTlSaIMO https://t.co/RPOft178nu"
40,-0.8481,Sat Jun 09 12:18:04 +0000 2018,0.521,0.479,0.0,41,@cbsnews,yellow,"Mother, her boyfriend sentenced in boy's ""beyond animalistic"" child abuse death https://t.co/P61Ja7u7kS https://t.co/1OI79KPaIj"
41,-0.6808,Sat Jun 09 12:03:04 +0000 2018,0.699,0.301,0.0,42,@cbsnews,yellow,Former Senate Intel staffer accused of lying to FBI makes first court appearance https://t.co/Ci68UqgVxb https://t.co/tLQ2bY4iDB
42,0.0,Sat Jun 09 11:48:03 +0000 2018,1.0,0.0,0.0,43,@cbsnews,yellow,Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl
43,0.0,Sat Jun 09 11:33:03 +0000 2018,1.0,0.0,0.0,44,@cbsnews,yellow,Fox News' Charles Krauthammer says he has weeks to live https://t.co/4HPbRwLsAc https://t.co/wz1UiswLri
44,-0.7579,Sat Jun 09 11:18:03 +0000 2018,0.519,0.481,0.0,45,@cbsnews,yellow,Palestinians killed in protest near Israel-Gaza border https://t.co/DhtoKuJN9x https://t.co/qGbxFIUtK2
45,-0.3182,Sat Jun 09 11:03:05 +0000 2018,0.796,0.204,0.0,46,@cbsnews,yellow,Group photo masks underlying tension at G-7 summit https://t.co/gWeG8c22fI https://t.co/2Aqe8J9lyH
46,0.5574,Sat Jun 09 10:48:04 +0000 2018,0.769,0.0,0.231,47,@cbsnews,yellow,"Mom in ""affluenza"" case in Texas jail after positive drug test https://t.co/BdS7ls5VfD https://t.co/07u57WLNPp"
47,-0.5994,Sat Jun 09 10:33:04 +0000 2018,0.642,0.358,0.0,48,@cbsnews,yellow,Stars react to Anthony Bourdain's death https://t.co/XaqFFj4SOP https://t.co/i6KvwcoZeI
48,0.5859,Sat Jun 09 10:18:05 +0000 2018,0.648,0.0,0.352,49,@cbsnews,yellow,$315M Powerball Jackpot winner comes forward https://t.co/ld8gpKWB2g https://t.co/MDyi8AsNCn
49,0.6705,Sat Jun 09 10:03:05 +0000 2018,0.593,0.0,0.407,50,@cbsnews,yellow,Former security chief for Senate Intelligence Committee indicted https://t.co/WWaotj7p68 https://t.co/XSkfk4QC4s
50,-0.34,Sat Jun 09 09:48:06 +0000 2018,0.806,0.194,0.0,51,@cbsnews,yellow,Teen's arrest prompts new use-of-force investigation for Mesa police https://t.co/AomCZUrMUq https://t.co/2NSzowvnSO
51,0.0,Sat Jun 09 09:33:03 +0000 2018,1.0,0.0,0.0,52,@cbsnews,yellow,Stormy Daniels' former attorney countersues https://t.co/CHACqidrrE https://t.co/j0JS2Q636P
52,-0.1779,Sat Jun 09 09:18:04 +0000 2018,0.476,0.295,0.229,53,@cbsnews,yellow,5 dangerous myths about Social Security https://t.co/L97dCCNTK4 https://t.co/nJTclEeU31
53,-0.8126,Sat Jun 09 09:03:08 +0000 2018,0.625,0.375,0.0,54,@cbsnews,yellow,"Suspect in fatal crash tells TV station: ""People hit and run people all the time"" https://t.co/ZUpGexiSHj https://t.co/ri9u6P6eBF"
54,-0.7096,Sat Jun 09 08:48:04 +0000 2018,0.67,0.33,0.0,55,@cbsnews,yellow,High school valedictorian says mic was cut before speaking about sex assault https://t.co/VHy6P86iZW https://t.co/vr3OZuZ8NN
55,-0.6486,Sat Jun 09 08:33:04 +0000 2018,0.736,0.264,0.0,56,@cbsnews,yellow,Woman who led private investigator to stepson's decomposing remains found dead https://t.co/ifW3Y8NNWh https://t.co/fINIm2HenM
56,-0.0258,Sat Jun 09 08:18:03 +0000 2018,0.927,0.073,0.0,57,@cbsnews,yellow,"Gloria Williams sentenced for kidnapping newborn from hospital, raising child as her own https://t.co/dZbiYaOlNs https://t.co/nGg2JYkFQv"
57,-0.5106,Sat Jun 09 08:03:04 +0000 2018,0.784,0.216,0.0,58,@cbsnews,yellow,"University offers $3,500 to get sick and stay in ""Hotel Influenza"" https://t.co/qmdxJHvro3 https://t.co/Ay5D1Hnrk9"
58,-0.8481,Sat Jun 09 07:48:03 +0000 2018,0.521,0.479,0.0,59,@cbsnews,yellow,"Mother, her boyfriend sentenced in boy's ""beyond animalistic"" child abuse death https://t.co/NSvhsLD5YS https://t.co/Es5pmEwguh"
59,-0.6124,Sat Jun 09 07:33:03 +0000 2018,0.692,0.308,0.0,60,@cbsnews,yellow,"Asia Argento, girlfriend of Anthony Bourdain, ""beyond devastated"" https://t.co/iYY5HTPcVe https://t.co/twNUJmiCIp"
60,0.0,Sat Jun 09 07:18:03 +0000 2018,1.0,0.0,0.0,61,@cbsnews,yellow,Fox News' Charles Krauthammer says he has weeks to live https://t.co/fbQ25GCArj https://t.co/7YOc4ptMl0
61,0.296,Sat Jun 09 07:03:04 +0000 2018,0.845,0.0,0.155,62,@cbsnews,yellow,"Researchers say they're on the verge of creating a revolutionary, non-addictive painkiller https://t.co/u9kM4XUWXI https://t.co/KJLneHl9Xg"
62,-0.7579,Sat Jun 09 06:48:04 +0000 2018,0.519,0.481,0.0,63,@cbsnews,yellow,Palestinians killed in protest near Israel-Gaza border https://t.co/Gcf57qhHp6 https://t.co/yEeiclWjS0
63,0.5574,Sat Jun 09 06:33:04 +0000 2018,0.723,0.0,0.277,64,@cbsnews,yellow,"Trump says he may pardon Muhammad Ali, who does not need a pardon https://t.co/CSfrmCESau https://t.co/lEbE35xvkE"
64,-0.5994,Sat Jun 09 06:18:04 +0000 2018,0.642,0.358,0.0,65,@cbsnews,yellow,Stars react to Anthony Bourdain's death https://t.co/ZAvjD1gHKv https://t.co/Xzyn9wv60j
65,0.5574,Sat Jun 09 06:03:06 +0000 2018,0.769,0.0,0.231,66,@cbsnews,yellow,"Mom in ""affluenza"" case in Texas jail after positive drug test https://t.co/Aryj6AEkAZ https://t.co/K39a1CtDfC"
66,-0.5574,Sat Jun 09 05:48:04 +0000 2018,0.795,0.205,0.0,67,@cbsnews,yellow,Kate Spade's father said he spoke to her the night before she died https://t.co/hPhLaiRl9K https://t.co/xbutyk3sKb
67,0.5859,Sat Jun 09 05:33:05 +0000 2018,0.648,0.0,0.352,68,@cbsnews,yellow,$315M Powerball Jackpot winner comes forward https://t.co/EtmEQjQ1iD https://t.co/wzu4QQsb9J
68,-0.34,Sat Jun 09 05:18:05 +0000 2018,0.806,0.194,0.0,69,@cbsnews,yellow,Teen's arrest prompts new use-of-force investigation for Mesa police https://t.co/Ojn5ufeZQW https://t.co/P2IlJl7Y8v
69,0.0,Sat Jun 09 05:03:04 +0000 2018,1.0,0.0,0.0,70,@cbsnews,yellow,Stormy Daniels' former attorney countersues https://t.co/9TcJ8awSG0 https://t.co/Y7HjJ8RZAA
70,-0.1779,Sat Jun 09 04:48:03 +0000 2018,0.476,0.295,0.229,71,@cbsnews,yellow,5 dangerous myths about Social Security https://t.co/eJR8SNXxF6 https://t.co/bpF6XXuB01
71,-0.7096,Sat Jun 09 04:33:03 +0000 2018,0.67,0.33,0.0,72,@cbsnews,yellow,High school valedictorian says mic was cut before speaking about sex assault https://t.co/HPzGQvfP6v https://t.co/y4vjIuSSbB
72,-0.6486,Sat Jun 09 04:18:03 +0000 2018,0.736,0.264,0.0,73,@cbsnews,yellow,Woman who led private investigator to stepson's decomposing remains found dead https://t.co/tIzWD3pZII https://t.co/EylAtAJMjM
73,-0.0258,Sat Jun 09 04:03:06 +0000 2018,0.927,0.073,0.0,74,@cbsnews,yellow,"Gloria Williams sentenced for kidnapping newborn from hospital, raising child as her own https://t.co/vbyN5oULaN https://t.co/7WLUMDNYDH"
74,0.1531,Sat Jun 09 03:50:00 +0000 2018,0.657,0.157,0.187,75,@cbsnews,yellow,"The Warriors defeated LeBron James and the Cavaliers 108-85, completing a perfect 4-0 sweep https://t.co/Byn9sLKXGL https://t.co/V4KNZy4IAt"
75,-0.6486,Sat Jun 09 03:48:03 +0000 2018,0.602,0.398,0.0,76,@cbsnews,yellow,Woman missing after reported alligator attack in Florida https://t.co/GP0MEsucEt https://t.co/Bs3cVoxsSk
76,-0.8481,Sat Jun 09 03:33:03 +0000 2018,0.521,0.479,0.0,77,@cbsnews,yellow,"Mother, her boyfriend sentenced in boy's ""beyond animalistic"" child abuse death https://t.co/p2zYrsgywF https://t.co/rKKuaUzghZ"
77,-0.6124,Sat Jun 09 03:18:04 +0000 2018,0.692,0.308,0.0,78,@cbsnews,yellow,"Asia Argento, girlfriend of Anthony Bourdain, ""beyond devastated"" https://t.co/e1GU9vOKPn https://t.co/RrDJwtAUm4"
78,0.0,Sat Jun 09 03:03:08 +0000 2018,1.0,0.0,0.0,79,@cbsnews,yellow,Fox News' Charles Krauthammer says he has weeks to live https://t.co/jIOUmPjHSU https://t.co/jIGRsinthx
79,0.0,Sat Jun 09 02:49:33 +0000 2018,1.0,0.0,0.0,80,@cbsnews,yellow,Revelations of a Chinese cyberattack on a U.S. Navy contractor comes days before President Trump attends a summit w… https://t.co/nJQCbqjMaP
80,0.4019,Sat Jun 09 02:29:33 +0000 2018,0.863,0.0,0.137,81,@cbsnews,yellow,"""The future is now"": Policymakers and businesses are ill-prepared to help workers navigate the transition and adapt… https://t.co/fzNPQYkxY7"
81,0.8442,Sat Jun 09 02:09:30 +0000 2018,0.701,0.0,0.299,82,@cbsnews,yellow,"Honda slates its Super Cub, the best selling motor vehicle of all time, for a rerelease in the U.S. next year… https://t.co/G24r4LbrgS"
82,0.6846,Sat Jun 09 01:49:30 +0000 2018,0.651,0.08,0.269,83,@cbsnews,yellow,"Whichever team wins the NBA championship, President Trump says he won't be inviting them to the White House:… https://t.co/1IAxkFizbd"
83,0.1531,Sat Jun 09 01:29:31 +0000 2018,0.745,0.112,0.144,84,@cbsnews,yellow,Special counsel brings new charges against President Trump's campaign chairman Paul Manafort and a longtime associa… https://t.co/Zdgogo6XPW
84,0.5859,Sat Jun 09 01:09:45 +0000 2018,0.758,0.0,0.242,85,@cbsnews,yellow,"""We appreciate President Trump's sentiment, but a pardon is unnecessary,"" says the lawyer for late heavyweight boxi… https://t.co/kMg5ejkSoP"
85,0.431,Sat Jun 09 00:49:35 +0000 2018,0.645,0.142,0.213,86,@cbsnews,yellow,"The threats facing our oceans might seem like an overwhelming tsunami of problems, but there is still hope. Here ar… https://t.co/pQVVMv5yCH"
86,-0.7319,Sat Jun 09 00:29:48 +0000 2018,0.618,0.305,0.077,87,@cbsnews,yellow,"If you or someone you know is struggling or in crisis, you are not alone. https://t.co/OzkLuk4t2k https://t.co/6ewHgkL6mp"
